id,author,month.str
3976,ripley,1999-03
3977,ripley,1999-03
3978,ripley,1999-03
3979,ripley,1999-03
3980,ripley,1999-03
3981,ripley,1999-03
3982,hornik,1999-03
3983,ripley,1999-03
3984,maechler,1999-03
3985,maechler,1999-03
3986,ripley,1999-03
3987,ripley,1999-03
3988,ripley,1999-03
3989,ripley,1999-03
3990,ripley,1999-03
3991,ripley,1999-03
3992,ripley,1999-03
3993,ripley,1999-03
3994,ripley,1999-03
3995,ripley,1999-03
3996,ripley,1999-03
3997,maechler,1999-04
3998,ripley,1999-04
3999,ripley,1999-04
4000,ripley,1999-04
4001,ripley,1999-04
4002,ripley,1999-04
4003,ripley,1999-04
4004,hornik,1999-04
4005,hornik,1999-04
4006,hornik,1999-04
4007,hornik,1999-04
4008,maechler,1999-04
4009,maechler,1999-04
4010,ripley,1999-04
4011,bates,1999-04
4012,bates,1999-04
4013,r,1999-04
4014,hornik,1999-04
4015,maechler,1999-04
4016,maechler,1999-04
4017,ripley,1999-04
4018,ripley,1999-04
4019,ripley,1999-04
4020,ripley,1999-04
4021,pd,1999-04
4022,r,1999-04
4023,r,1999-04
4024,r,1999-04
4025,maechler,1999-04
4026,maechler,1999-04
4027,ripley,1999-04
4028,maechler,1999-04
4029,maechler,1999-04
4030,ripley,1999-04
4031,ripley,1999-04
4032,ripley,1999-04
4033,maechler,1999-04
4034,maechler,1999-04
4035,hornik,1999-04
4036,hornik,1999-04
4037,hornik,1999-04
4038,hornik,1999-04
4039,hornik,1999-04
4040,hornik,1999-04
4041,maechler,1999-04
4042,maechler,1999-04
4043,maechler,1999-04
4044,maechler,1999-04
4045,maechler,1999-04
4046,ripley,1999-04
4047,pd,1999-04
4048,(no author),1999-04
4049,pd,1999-04
4050,leisch,1999-04
4051,hornik,1999-04
4052,pd,1999-04
4053,hornik,1999-04
4054,pd,1999-04
4055,pd,1999-04
4056,pd,1999-04
4057,hornik,1999-04
4058,pd,1999-04
4059,pd,1999-04
4060,pd,1999-04
4061,pd,1999-04
4062,ripley,1999-04
4063,ripley,1999-04
4064,ripley,1999-04
4065,ripley,1999-04
4066,pd,1999-04
4067,r,1999-04
4068,ripley,1999-04
4069,hornik,1999-04
4070,hornik,1999-04
4071,hornik,1999-04
4072,maechler,1999-04
4073,ripley,1999-04
4074,hornik,1999-04
4075,ripley,1999-04
4076,maechler,1999-04
4077,pd,1999-04
4078,pd,1999-04
4079,pd,1999-04
4080,pd,1999-04
4081,maechler,1999-04
4082,maechler,1999-04
4083,pd,1999-04
4084,(no author),1999-04
4085,pd,1999-04
4086,(no author),1999-04
4087,pd,1999-04
4088,pd,1999-04
4089,rgentlem,1999-04
4090,ripley,1999-04
4091,ripley,1999-04
4092,ripley,1999-04
4093,ripley,1999-04
4094,ripley,1999-04
4095,rgentlem,1999-04
4096,ripley,1999-04
4097,maechler,1999-04
4098,maechler,1999-04
4099,leisch,1999-04
4100,leisch,1999-04
4101,leisch,1999-04
4102,leisch,1999-04
4103,ripley,1999-04
4104,ripley,1999-04
4105,ripley,1999-04
4106,maechler,1999-04
4107,pd,1999-04
4108,maechler,1999-04
4109,maechler,1999-04
4110,maechler,1999-04
4111,maechler,1999-04
4112,ripley,1999-04
4113,ripley,1999-04
4114,ripley,1999-04
4115,hornik,1999-04
4116,hornik,1999-04
4117,r,1999-04
4118,(no author),1999-04
4119,ihaka,1999-04
4120,maechler,1999-04
4121,maechler,1999-04
4122,hornik,1999-04
4123,hornik,1999-04
4124,hornik,1999-04
4125,hornik,1999-04
4126,hornik,1999-04
4127,hornik,1999-04
4128,ripley,1999-04
4129,pd,1999-04
4130,pd,1999-04
4131,maechler,1999-04
4132,maechler,1999-04
4133,pd,1999-04
4134,r,1999-04
4135,r,1999-04
4136,r,1999-04
4137,hornik,1999-04
4138,hornik,1999-04
4139,hornik,1999-04
4140,maechler,1999-04
4141,maechler,1999-04
4142,maechler,1999-04
4143,maechler,1999-04
4144,maechler,1999-04
4145,maechler,1999-04
4146,ripley,1999-04
4147,ripley,1999-04
4148,maechler,1999-04
4149,maechler,1999-04
4150,maechler,1999-04
4151,ihaka,1999-04
4152,r,1999-04
4153,bates,1999-04
4154,ripley,1999-04
4155,ripley,1999-04
4156,pd,1999-04
4157,pd,1999-04
4158,ripley,1999-04
4159,maechler,1999-04
4160,maechler,1999-04
4161,maechler,1999-04
4162,rgentlem,1999-04
4163,rgentlem,1999-04
4164,rgentlem,1999-04
4165,rgentlem,1999-04
4166,ihaka,1999-04
4167,ihaka,1999-04
4168,maechler,1999-04
4169,maechler,1999-04
4170,ripley,1999-04
4171,ripley,1999-04
4172,pd,1999-04
4173,pd,1999-04
4174,maechler,1999-04
4175,maechler,1999-04
4176,ihaka,1999-04
4177,maechler,1999-04
4178,maechler,1999-04
4179,rgentlem,1999-04
4180,rgentlem,1999-04
4181,rgentlem,1999-04
4182,rgentlem,1999-04
4183,ihaka,1999-04
4184,maechler,1999-04
4185,maechler,1999-04
4186,maechler,1999-04
4187,maechler,1999-04
4188,ripley,1999-04
4189,pd,1999-04
4190,pd,1999-04
4191,ripley,1999-04
4192,ripley,1999-04
4193,ripley,1999-04
4194,ripley,1999-04
4195,ripley,1999-04
4196,maechler,1999-04
4197,maechler,1999-04
4198,ripley,1999-04
4199,pd,1999-04
4200,maechler,1999-04
4201,maechler,1999-04
4202,ripley,1999-04
4203,hornik,1999-04
4204,hornik,1999-04
4205,hornik,1999-04
4206,hornik,1999-04
4207,hornik,1999-04
4208,maechler,1999-04
4209,maechler,1999-04
4210,pd,1999-04
4211,ripley,1999-04
4212,hornik,1999-04
4213,maechler,1999-04
4214,maechler,1999-04
4215,rgentlem,1999-04
4216,thomas,1999-04
4217,maechler,1999-04
4218,maechler,1999-04
4219,maechler,1999-04
4220,maechler,1999-04
4221,maechler,1999-04
4222,maechler,1999-04
4223,maechler,1999-04
4224,leisch,1999-04
4225,maechler,1999-04
4226,maechler,1999-04
4227,rgentlem,1999-04
4228,ihaka,1999-04
4229,rgentlem,1999-04
4230,rgentlem,1999-04
4231,ripley,1999-04
4232,pd,1999-04
4233,pd,1999-04
4234,hornik,1999-04
4235,hornik,1999-04
4236,ripley,1999-04
4237,maechler,1999-04
4238,maechler,1999-04
4239,hornik,1999-04
4240,maechler,1999-04
4241,maechler,1999-04
4242,leisch,1999-04
4243,ripley,1999-04
4244,maechler,1999-04
4245,maechler,1999-04
4246,rgentlem,1999-04
4247,rgentlem,1999-04
4248,bates,1999-04
4249,bates,1999-04
4250,pd,1999-04
4251,pd,1999-04
4252,ripley,1999-04
4253,ripley,1999-04
4254,ripley,1999-04
4255,ripley,1999-04
4256,leisch,1999-04
4257,leisch,1999-04
4258,maechler,1999-04
4259,maechler,1999-04
4260,hornik,1999-04
4261,ripley,1999-04
4262,ripley,1999-04
4263,pd,1999-04
4264,pd,1999-04
4265,maechler,1999-04
4266,maechler,1999-04
4267,pd,1999-04
4268,maechler,1999-04
4269,maechler,1999-04
4270,hornik,1999-04
4271,leisch,1999-04
4272,leisch,1999-04
4273,maechler,1999-04
4274,maechler,1999-04
4275,pd,1999-04
4276,rgentlem,1999-04
4277,rgentlem,1999-04
4278,pd,1999-04
4279,rgentlem,1999-04
4280,pd,1999-04
4281,rgentlem,1999-04
4282,rgentlem,1999-04
4283,rgentlem,1999-04
4284,rgentlem,1999-04
4285,rgentlem,1999-04
4286,pd,1999-04
4287,pd,1999-04
4288,ihaka,1999-04
4289,maechler,1999-04
4290,maechler,1999-04
4291,maechler,1999-04
4292,maechler,1999-04
4293,pd,1999-04
4294,maechler,1999-04
4295,maechler,1999-04
4296,ripley,1999-04
4297,ripley,1999-04
4298,ripley,1999-04
4299,ripley,1999-04
4300,ripley,1999-04
4301,ripley,1999-04
4302,ripley,1999-04
4303,ripley,1999-04
4304,ripley,1999-04
4305,ripley,1999-04
4306,ripley,1999-04
4307,ripley,1999-04
4308,ripley,1999-04
4309,ripley,1999-04
4310,ripley,1999-04
4311,ripley,1999-04
4312,ripley,1999-04
4313,ripley,1999-04
4314,ripley,1999-04
4315,ripley,1999-04
4316,ripley,1999-04
4317,ripley,1999-04
4318,ripley,1999-04
4319,ripley,1999-04
4320,ripley,1999-04
4321,ripley,1999-04
4322,ripley,1999-04
4323,ripley,1999-04
4324,ripley,1999-04
4325,ripley,1999-04
4326,ripley,1999-04
4327,ripley,1999-04
4328,ripley,1999-04
4329,ripley,1999-04
4330,ripley,1999-04
4331,ripley,1999-04
4332,ripley,1999-04
4333,ripley,1999-04
4334,ripley,1999-04
4335,ripley,1999-04
4336,ripley,1999-04
4337,ripley,1999-04
4338,ripley,1999-04
4339,ripley,1999-04
4340,ripley,1999-04
4341,ripley,1999-04
4342,ripley,1999-04
4343,ripley,1999-04
4344,ripley,1999-04
4345,ripley,1999-04
4346,ripley,1999-04
4347,ripley,1999-04
4348,ripley,1999-04
4349,ripley,1999-04
4350,ripley,1999-04
4351,ripley,1999-04
4352,ripley,1999-04
4353,ripley,1999-04
4354,ripley,1999-04
4355,ripley,1999-04
4356,ripley,1999-04
4357,ripley,1999-04
4358,ripley,1999-04
4359,ripley,1999-04
4360,ripley,1999-04
4361,ripley,1999-04
4362,ripley,1999-04
4363,ripley,1999-04
4364,ripley,1999-04
4365,ripley,1999-04
4366,ripley,1999-04
4367,ripley,1999-04
4368,ripley,1999-04
4369,ripley,1999-04
4370,ripley,1999-04
4371,ripley,1999-04
4372,ripley,1999-04
4373,ripley,1999-04
4374,ripley,1999-04
4375,ripley,1999-04
4376,ripley,1999-04
4377,ripley,1999-04
4378,ripley,1999-04
4379,ripley,1999-04
4380,ripley,1999-04
4381,ripley,1999-04
4382,ripley,1999-04
4383,ripley,1999-04
4384,ripley,1999-04
4385,ripley,1999-04
4386,ripley,1999-04
4387,ripley,1999-04
4388,(no author),1999-04
4389,ripley,1999-04
4390,ripley,1999-04
4391,ripley,1999-04
4392,ripley,1999-04
4393,ripley,1999-04
4394,ripley,1999-04
4395,ripley,1999-04
4396,ripley,1999-04
4397,ripley,1999-04
4398,pd,1999-04
4399,ripley,1999-04
4400,ripley,1999-04
4401,ripley,1999-04
4402,pd,1999-04
4403,pd,1999-04
4404,ripley,1999-04
4405,ripley,1999-04
4406,ripley,1999-04
4407,ripley,1999-04
4408,ripley,1999-04
4409,ripley,1999-04
4410,maechler,1999-04
4411,maechler,1999-04
4412,pd,1999-04
4413,ripley,1999-04
4414,(no author),1999-04
4415,ripley,1999-04
4416,pd,1999-04
4417,ripley,1999-04
4418,ripley,1999-04
4419,ripley,1999-04
4420,maechler,1999-04
4421,maechler,1999-04
4422,leisch,1999-04
4423,leisch,1999-04
4424,maechler,1999-04
4425,maechler,1999-04
4426,maechler,1999-04
4427,ripley,1999-04
4428,ripley,1999-04
4429,(no author),1999-04
4430,ripley,1999-04
4431,ripley,1999-04
4432,guido,1999-04
4433,guido,1999-04
4434,guido,1999-04
4435,guido,1999-04
4436,guido,1999-04
4437,rgentlem,1999-04
4438,guido,1999-04
4439,guido,1999-04
4440,ripley,1999-04
4441,ripley,1999-04
4442,ripley,1999-04
4443,ihaka,1999-04
4444,guido,1999-04
4445,guido,1999-04
4446,guido,1999-04
4447,guido,1999-04
4448,guido,1999-04
4449,maechler,1999-04
4450,maechler,1999-04
4451,ripley,1999-04
4452,pd,1999-04
4453,pd,1999-04
4454,pd,1999-04
4455,maechler,1999-04
4456,maechler,1999-04
4457,maechler,1999-04
4458,maechler,1999-04
4459,maechler,1999-04
4460,maechler,1999-04
4461,pd,1999-04
4462,pd,1999-04
4463,ripley,1999-05
4464,ripley,1999-05
4465,maechler,1999-05
4466,maechler,1999-05
4467,ripley,1999-05
4468,ripley,1999-05
4469,ripley,1999-05
4470,ripley,1999-05
4471,maechler,1999-05
4472,maechler,1999-05
4473,ihaka,1999-05
4474,guido,1999-05
4475,hornik,1999-05
4476,hornik,1999-05
4477,hornik,1999-05
4478,hornik,1999-05
4479,hornik,1999-05
4480,maechler,1999-05
4481,ripley,1999-05
4482,maechler,1999-05
4483,maechler,1999-05
4484,thomas,1999-05
4485,pd,1999-05
4486,pd,1999-05
4487,ripley,1999-05
4488,ripley,1999-05
4489,ripley,1999-05
4490,ripley,1999-05
4491,ripley,1999-05
4492,ripley,1999-05
4493,ripley,1999-05
4494,maechler,1999-05
4495,maechler,1999-05
4496,maechler,1999-05
4497,ripley,1999-05
4498,ripley,1999-05
4499,ripley,1999-05
4500,ripley,1999-05
4501,pd,1999-05
4502,ripley,1999-05
4503,pd,1999-05
4504,pd,1999-05
4505,ripley,1999-05
4506,ripley,1999-05
4507,ripley,1999-05
4508,ripley,1999-05
4509,ripley,1999-05
4510,ripley,1999-05
4511,ripley,1999-05
4512,maechler,1999-05
4513,maechler,1999-05
4514,maechler,1999-05
4515,pd,1999-05
4516,thomas,1999-05
4517,guido,1999-05
4518,ripley,1999-05
4519,hornik,1999-05
4520,ripley,1999-05
4521,ripley,1999-05
4522,ripley,1999-05
4523,ripley,1999-05
4524,ripley,1999-05
4525,hornik,1999-05
4526,maechler,1999-05
4527,maechler,1999-05
4528,maechler,1999-05
4529,ripley,1999-05
4530,ripley,1999-05
4531,ripley,1999-05
4532,ripley,1999-05
4533,ripley,1999-05
4534,pd,1999-05
4535,leisch,1999-05
4536,guido,1999-05
4537,hornik,1999-05
4538,maechler,1999-05
4539,pd,1999-05
4540,maechler,1999-05
4541,maechler,1999-05
4542,maechler,1999-05
4543,ripley,1999-05
4544,ripley,1999-05
4545,ripley,1999-05
4546,maechler,1999-05
4547,pd,1999-05
4548,pd,1999-05
4549,pd,1999-05
4550,maechler,1999-05
4551,pd,1999-05
4552,(no author),1999-05
4553,pd,1999-05
4554,maechler,1999-05
4555,maechler,1999-05
4556,maechler,1999-05
4557,pd,1999-05
4558,ripley,1999-05
4559,ripley,1999-05
4560,ripley,1999-05
4561,ripley,1999-05
4562,pd,1999-05
4563,pd,1999-05
4564,pd,1999-05
4565,ripley,1999-05
4566,maechler,1999-05
4567,maechler,1999-05
4568,maechler,1999-05
4569,maechler,1999-05
4570,maechler,1999-05
4571,maechler,1999-05
4572,maechler,1999-05
4573,ihaka,1999-05
4574,pd,1999-05
4575,pd,1999-05
4576,hornik,1999-05
4577,hornik,1999-05
4578,hornik,1999-05
4579,hornik,1999-05
4580,hornik,1999-05
4581,hornik,1999-05
4582,hornik,1999-05
4583,hornik,1999-05
4584,hornik,1999-05
4585,maechler,1999-05
4586,maechler,1999-05
4587,hornik,1999-05
4588,hornik,1999-05
4589,hornik,1999-05
4590,ripley,1999-05
4591,pd,1999-05
4592,ihaka,1999-05
4593,ihaka,1999-05
4594,ihaka,1999-05
4595,pd,1999-05
4596,pd,1999-05
4597,maechler,1999-05
4598,maechler,1999-05
4599,maechler,1999-05
4600,maechler,1999-05
4601,maechler,1999-05
4602,maechler,1999-05
4603,maechler,1999-05
4604,maechler,1999-05
4605,ripley,1999-05
4606,ripley,1999-05
4607,ripley,1999-05
4608,ripley,1999-05
4609,maechler,1999-05
4610,maechler,1999-05
4611,ihaka,1999-05
4612,pd,1999-05
4613,pd,1999-05
4614,ripley,1999-05
4615,maechler,1999-05
4616,maechler,1999-05
4617,maechler,1999-05
4618,maechler,1999-05
4619,maechler,1999-05
4620,pd,1999-05
4621,maechler,1999-05
4622,maechler,1999-05
4623,pd,1999-05
4624,pd,1999-05
4625,ripley,1999-05
4626,ripley,1999-05
4627,maechler,1999-05
4628,maechler,1999-05
4629,ripley,1999-05
4630,ripley,1999-05
4631,ripley,1999-05
4632,maechler,1999-05
4633,maechler,1999-05
4634,ripley,1999-05
4635,ripley,1999-05
4636,guido,1999-05
4637,guido,1999-05
4638,guido,1999-05
4639,guido,1999-05
4640,ripley,1999-05
4641,ripley,1999-05
4642,maechler,1999-05
4643,maechler,1999-05
4644,maechler,1999-05
4645,ripley,1999-05
4646,maechler,1999-05
4647,maechler,1999-05
4648,maechler,1999-05
4649,ripley,1999-05
4650,maechler,1999-05
4651,maechler,1999-05
4652,maechler,1999-05
4653,maechler,1999-05
4654,pd,1999-05
4655,pd,1999-05
4656,pd,1999-05
4657,pd,1999-05
4658,maechler,1999-05
4659,maechler,1999-05
4660,maechler,1999-05
4661,maechler,1999-05
4662,pd,1999-05
4663,(no author),1999-05
4664,maechler,1999-05
4665,maechler,1999-05
4666,maechler,1999-05
4667,maechler,1999-05
4668,maechler,1999-05
4669,pd,1999-05
4670,pd,1999-05
4671,pd,1999-05
4672,maechler,1999-05
4673,maechler,1999-05
4674,ripley,1999-05
4675,ripley,1999-05
4676,maechler,1999-05
4677,maechler,1999-05
4678,pd,1999-05
4679,pd,1999-05
4680,ihaka,1999-05
4681,ripley,1999-05
4682,ripley,1999-05
4683,ripley,1999-05
4684,ripley,1999-05
4685,ripley,1999-05
4686,ripley,1999-05
4687,maechler,1999-05
4688,maechler,1999-05
4689,hornik,1999-05
4690,hornik,1999-05
4691,maechler,1999-05
4692,maechler,1999-05
4693,pd,1999-05
4694,pd,1999-05
4695,ripley,1999-05
4696,ripley,1999-05
4697,leisch,1999-05
4698,hornik,1999-05
4699,ripley,1999-05
4700,ripley,1999-05
4701,maechler,1999-05
4702,maechler,1999-05
4703,maechler,1999-05
4704,maechler,1999-05
4705,maechler,1999-05
4706,maechler,1999-05
4707,maechler,1999-05
4708,maechler,1999-05
4709,maechler,1999-05
4710,pd,1999-05
4711,pd,1999-05
4712,pd,1999-05
4713,pd,1999-05
4714,pd,1999-05
4715,hornik,1999-05
4716,maechler,1999-05
4717,maechler,1999-05
4718,maechler,1999-05
4719,maechler,1999-05
4720,pd,1999-05
4721,maechler,1999-05
4722,maechler,1999-05
4723,maechler,1999-05
4724,maechler,1999-05
4725,maechler,1999-05
4726,maechler,1999-05
4727,maechler,1999-05
4728,pd,1999-05
4729,pd,1999-05
4730,pd,1999-05
4731,pd,1999-05
4732,pd,1999-05
4733,(no author),1999-05
4734,pd,1999-05
4735,pd,1999-05
4736,maechler,1999-05
4737,maechler,1999-05
4738,maechler,1999-05
4739,maechler,1999-05
4740,maechler,1999-05
4741,maechler,1999-05
4742,ripley,1999-05
4743,maechler,1999-05
4744,maechler,1999-05
4745,hornik,1999-05
4746,hornik,1999-05
4747,hornik,1999-05
4748,hornik,1999-05
4749,hornik,1999-05
4750,hornik,1999-05
4751,hornik,1999-05
4752,hornik,1999-05
4753,pd,1999-05
4754,pd,1999-05
4755,maechler,1999-05
4756,maechler,1999-05
4757,pd,1999-05
4758,pd,1999-05
4759,pd,1999-05
4760,pd,1999-05
4761,pd,1999-05
4762,maechler,1999-05
4763,pd,1999-05
4764,hornik,1999-05
4765,hornik,1999-05
4766,hornik,1999-05
4767,hornik,1999-06
4768,hornik,1999-06
4769,maechler,1999-06
4770,hornik,1999-06
4771,maechler,1999-06
4772,maechler,1999-06
4773,ripley,1999-06
4774,hornik,1999-06
4775,pd,1999-06
4776,maechler,1999-06
4777,maechler,1999-06
4778,hornik,1999-06
4779,hornik,1999-06
4780,hornik,1999-06
4781,pd,1999-06
4782,pd,1999-06
4783,maechler,1999-06
4784,maechler,1999-06
4785,bates,1999-06
4786,bates,1999-06
4787,pd,1999-06
4788,pd,1999-06
4789,hornik,1999-06
4790,hornik,1999-06
4791,hornik,1999-06
4792,hornik,1999-06
4793,maechler,1999-06
4794,maechler,1999-06
4795,hornik,1999-06
4796,hornik,1999-06
4797,(no author),1999-06
4798,maechler,1999-06
4799,maechler,1999-06
4800,maechler,1999-06
4801,maechler,1999-06
4802,maechler,1999-06
4803,maechler,1999-06
4804,maechler,1999-06
4805,maechler,1999-06
4806,rgentlem,1999-06
4807,maechler,1999-06
4808,maechler,1999-06
4809,hornik,1999-06
4810,hornik,1999-06
4811,maechler,1999-06
4812,hornik,1999-06
4813,maechler,1999-06
4814,maechler,1999-06
4815,hornik,1999-06
4816,maechler,1999-06
4817,maechler,1999-06
4818,pd,1999-06
4819,maechler,1999-06
4820,maechler,1999-06
4821,maechler,1999-06
4822,maechler,1999-06
4823,maechler,1999-06
4824,maechler,1999-06
4825,maechler,1999-06
4826,hornik,1999-06
4827,maechler,1999-06
4828,maechler,1999-06
4829,maechler,1999-06
4830,maechler,1999-06
4831,leisch,1999-06
4832,leisch,1999-06
4833,hornik,1999-06
4834,maechler,1999-06
4835,maechler,1999-06
4836,maechler,1999-06
4837,maechler,1999-06
4838,maechler,1999-06
4839,maechler,1999-06
4840,maechler,1999-06
4841,maechler,1999-06
4842,maechler,1999-06
4843,maechler,1999-06
4844,maechler,1999-06
4845,maechler,1999-06
4846,maechler,1999-06
4847,maechler,1999-06
4848,maechler,1999-06
4849,ihaka,1999-06
4850,ihaka,1999-06
4851,maechler,1999-06
4852,maechler,1999-06
4853,ihaka,1999-06
4854,ihaka,1999-06
4855,ihaka,1999-06
4856,ihaka,1999-06
4857,rgentlem,1999-06
4858,maechler,1999-06
4859,maechler,1999-06
4860,maechler,1999-06
4861,maechler,1999-06
4862,maechler,1999-06
4863,rgentlem,1999-06
4864,rgentlem,1999-06
4865,paul,1999-06
4866,paul,1999-06
4867,ihaka,1999-06
4868,ripley,1999-06
4869,ihaka,1999-06
4870,ripley,1999-06
4871,ripley,1999-06
4872,ihaka,1999-06
4873,ihaka,1999-06
4874,hornik,1999-06
4875,hornik,1999-06
4876,hornik,1999-06
4877,hornik,1999-06
4878,maechler,1999-06
4879,maechler,1999-06
4880,maechler,1999-06
4881,ihaka,1999-06
4882,ripley,1999-06
4883,ripley,1999-06
4884,maechler,1999-06
4885,maechler,1999-06
4886,ihaka,1999-06
4887,ihaka,1999-06
4888,maechler,1999-06
4889,maechler,1999-06
4890,hornik,1999-06
4891,hornik,1999-06
4892,ripley,1999-06
4893,ripley,1999-06
4894,ripley,1999-06
4895,ihaka,1999-06
4896,ihaka,1999-06
4897,leisch,1999-06
4898,maechler,1999-06
4899,maechler,1999-06
4900,maechler,1999-06
4901,pd,1999-06
4902,maechler,1999-06
4903,maechler,1999-06
4904,duncan,1999-06
4905,maechler,1999-06
4906,maechler,1999-06
4907,maechler,1999-06
4908,maechler,1999-06
4909,maechler,1999-06
4910,maechler,1999-06
4911,duncan,1999-06
4912,hornik,1999-06
4913,hornik,1999-06
4914,hornik,1999-06
4915,hornik,1999-06
4916,hornik,1999-06
4917,hornik,1999-06
4918,hornik,1999-06
4919,hornik,1999-06
4920,hornik,1999-06
4921,hornik,1999-06
4922,hornik,1999-06
4923,maechler,1999-06
4924,paul,1999-06
4925,maechler,1999-06
4926,maechler,1999-06
4927,hornik,1999-06
4928,maechler,1999-06
4929,maechler,1999-06
4930,maechler,1999-06
4931,maechler,1999-06
4932,maechler,1999-06
4933,maechler,1999-06
4934,maechler,1999-06
4935,pd,1999-06
4936,pd,1999-06
4937,pd,1999-06
4938,maechler,1999-06
4939,maechler,1999-06
4940,maechler,1999-06
4941,pd,1999-06
4942,maechler,1999-06
4943,maechler,1999-06
4944,hornik,1999-06
4945,hornik,1999-06
4946,hornik,1999-06
4947,maechler,1999-06
4948,maechler,1999-06
4949,maechler,1999-06
4950,maechler,1999-06
4951,maechler,1999-06
4952,maechler,1999-06
4953,maechler,1999-06
4954,maechler,1999-06
4955,maechler,1999-06
4956,maechler,1999-06
4957,ripley,1999-06
4958,ripley,1999-06
4959,ripley,1999-06
4960,maechler,1999-06
4961,maechler,1999-06
4962,maechler,1999-06
4963,maechler,1999-06
4964,maechler,1999-06
4965,guido,1999-06
4966,guido,1999-06
4967,guido,1999-06
4968,pd,1999-06
4969,pd,1999-06
4970,pd,1999-06
4971,maechler,1999-06
4972,maechler,1999-06
4973,hornik,1999-06
4974,ripley,1999-06
4975,ripley,1999-06
4976,ripley,1999-06
4977,ripley,1999-06
4978,ripley,1999-06
4979,ripley,1999-06
4980,ripley,1999-06
4981,ripley,1999-06
4982,ripley,1999-06
4983,ripley,1999-06
4984,ripley,1999-06
4985,ripley,1999-06
4986,ripley,1999-06
4987,ripley,1999-06
4988,ripley,1999-06
4989,ripley,1999-06
4990,ripley,1999-06
4991,maechler,1999-06
4992,pd,1999-06
4993,pd,1999-06
4994,maechler,1999-06
4995,maechler,1999-06
4996,maechler,1999-06
4997,ripley,1999-06
4998,ripley,1999-06
4999,ripley,1999-06
5000,pd,1999-06
5001,ripley,1999-06
5002,pd,1999-06
5003,pd,1999-06
5004,ripley,1999-06
5005,bates,1999-06
5006,ripley,1999-06
5007,ripley,1999-07
5008,ripley,1999-07
5009,ripley,1999-07
5010,ripley,1999-07
5011,maechler,1999-07
5012,maechler,1999-07
5013,bates,1999-07
5014,ripley,1999-07
5015,ripley,1999-07
5016,ripley,1999-07
5017,ripley,1999-07
5018,ripley,1999-07
5019,pd,1999-07
5020,ripley,1999-07
5021,ripley,1999-07
5022,bates,1999-07
5023,ripley,1999-07
5024,ripley,1999-07
5025,ripley,1999-07
5026,ripley,1999-07
5027,pd,1999-07
5028,ripley,1999-07
5029,pd,1999-07
5030,pd,1999-07
5031,ripley,1999-07
5032,ripley,1999-07
5033,ripley,1999-07
5034,ripley,1999-07
5035,ripley,1999-07
5036,pd,1999-07
5037,pd,1999-07
5038,ripley,1999-07
5039,ripley,1999-07
5040,hornik,1999-07
5041,hornik,1999-07
5042,hornik,1999-07
5043,ripley,1999-07
5044,hornik,1999-07
5045,hornik,1999-07
5046,hornik,1999-07
5047,hornik,1999-07
5048,ripley,1999-07
5049,maechler,1999-07
5050,maechler,1999-07
5051,bates,1999-07
5052,pd,1999-07
5053,(no author),1999-07
5054,pd,1999-07
5055,pd,1999-07
5056,(no author),1999-07
5057,ripley,1999-07
5058,ihaka,1999-07
5059,pd,1999-07
5060,pd,1999-07
5061,maechler,1999-07
5062,maechler,1999-07
5063,maechler,1999-07
5064,maechler,1999-07
5065,hornik,1999-07
5066,hornik,1999-07
5067,hornik,1999-07
5068,hornik,1999-07
5069,hornik,1999-07
5070,maechler,1999-07
5071,maechler,1999-07
5072,hornik,1999-07
5073,hornik,1999-07
5074,maechler,1999-07
5075,maechler,1999-07
5076,maechler,1999-07
5077,maechler,1999-07
5078,hornik,1999-07
5079,hornik,1999-07
5080,leisch,1999-07
5081,hornik,1999-07
5082,hornik,1999-07
5083,hornik,1999-07
5084,hornik,1999-07
5085,hornik,1999-07
5086,hornik,1999-07
5087,hornik,1999-07
5088,leisch,1999-07
5089,hornik,1999-07
5090,maechler,1999-07
5091,maechler,1999-07
5092,maechler,1999-07
5093,hornik,1999-07
5094,hornik,1999-07
5095,maechler,1999-07
5096,pd,1999-07
5097,lyndon,1999-07
5098,pd,1999-07
5099,pd,1999-07
5100,hornik,1999-07
5101,hornik,1999-07
5102,hornik,1999-07
5103,ihaka,1999-07
5104,maechler,1999-07
5105,maechler,1999-07
5106,maechler,1999-07
5107,maechler,1999-07
5108,maechler,1999-07
5109,maechler,1999-07
5110,hornik,1999-07
5111,ihaka,1999-07
5112,(no author),1999-07
5113,hornik,1999-07
5114,hornik,1999-07
5115,maechler,1999-07
5116,maechler,1999-07
5117,maechler,1999-07
5118,maechler,1999-07
5119,maechler,1999-07
5120,maechler,1999-07
5121,maechler,1999-07
5122,hornik,1999-07
5123,ihaka,1999-07
5124,ihaka,1999-07
5125,(no author),1999-07
5126,lyndon,1999-07
5127,maechler,1999-07
5128,lyndon,1999-07
5129,hornik,1999-07
5130,hornik,1999-07
5131,maechler,1999-07
5132,maechler,1999-07
5133,maechler,1999-07
5134,hornik,1999-07
5135,ripley,1999-07
5136,ripley,1999-07
5137,ripley,1999-07
5138,ripley,1999-07
5139,ripley,1999-07
5140,lyndon,1999-07
5141,lyndon,1999-07
5142,ripley,1999-07
5143,ripley,1999-07
5144,ripley,1999-07
5145,ripley,1999-07
5146,maechler,1999-07
5147,maechler,1999-07
5148,ripley,1999-07
5149,hornik,1999-07
